Date,open,high,low,close,volume
2018-10-01 04:00:00,6617.2,6630.8,6575.35,6575.35,450.21113898
2018-10-01 08:00:00,6575.35,6592.55,6517.21,6556.0,1795.76613177
2018-10-01 12:00:00,6561.95,6585.79,6477.57,6540.0,752.62818113
2018-10-01 16:00:00,6540.57,6575.35,6509.7,6551.96,621.88887095
2018-10-01 20:00:00,6552.49,6608.26,6543.46,6571.2,527.84026316
2018-10-02 00:00:00,6569.32,6597.0,6551.23,6563.31,297.60377609
2018-10-02 04:00:00,6563.3,6583.75,6530.0,6544.0,386.31157126
2018-10-02 08:00:00,6544.0,6560.05,6511.0,6539.99,589.9953017
2018-10-02 12:00:00,6538.41,6573.84,6494.65,6528.26,1040.1817549
2018-10-02 16:00:00,6526.75,6545.69,6447.28,6530.49,1348.00188352
2018-10-02 20:00:00,6530.49,6545.82,6490.24,6500.0,454.03913672
2018-10-03 00:00:00,6500.0,6510.0,6397.54,6422.96,1079.29570344
2018-10-03 04:00:00,6419.95,6438.88,6396.34,6415.17,831.32629831
2018-10-03 08:00:00,6415.17,6461.54,6407.51,6451.75,757.01682224
2018-10-03 12:00:00,6448.27,6493.77,6421.26,6470.95,725.80984058
2018-10-03 16:00:00,6477.65,6498.07,6413.2,6433.6,776.48658875
2018-10-03 20:00:00,6432.02,6477.57,6413.2,6456.77,604.82802842
2018-10-04 00:00:00,6454.81,6604.89,6450.58,6557.56,1174.65306559
2018-10-04 04:00:00,6559.52,6568.19,6534.57,6536.21,523.84111925
2018-10-04 08:00:00,6534.58,6575.35,6523.81,6523.82,581.41141027
2018-10-04 12:00:00,6524.39,6556.51,6524.19,6552.3,522.54718926
2018-10-04 16:00:00,6550.06,6573.01,6537.68,6565.92,537.79249007
2018-10-04 20:00:00,6566.0,6572.98,6517.39,6547.56,492.45521472
2018-10-05 00:00:00,6548.83,6594.94,6510.0,6538.6,571.66651989
2018-10-05 04:00:00,6538.6,6555.37,6524.5,6525.0,409.8663599
2018-10-05 08:00:00,6524.8,6548.03,6519.99,6539.26,569.05158517
2018-10-05 12:00:00,6539.25,6554.24,6531.0,6547.49,650.73342457
2018-10-05 16:00:00,6548.28,6557.02,6530.34,6538.29,451.12451362
2018-10-05 20:00:00,6538.29,6641.35,6532.03,6582.12,1154.82687866
2018-10-06 00:00:00,6582.11,6595.69,6542.59,6560.58,414.46899821
2018-10-06 04:00:00,6560.65,6576.8,6560.49,6570.18,120.05005575
2018-10-06 08:00:00,6570.19,6572.3,6526.28,6544.92,461.53659656
2018-10-06 12:00:00,6544.99,6553.08,6528.87,6550.4,288.15059771
2018-10-06 16:00:00,6547.44,6562.33,6530.84,6547.07,576.01404536
2018-10-06 20:00:00,6540.0,6556.26,6530.99,6544.08,162.56046549
2018-10-07 00:00:00,6547.93,6561.25,6534.9,6556.87,367.75313851
2018-10-07 04:00:00,6556.88,6560.0,6530.0,6531.27,194.68936257
2018-10-07 08:00:00,6531.85,6532.89,6493.92,6520.12,464.16762262
2018-10-07 12:00:00,6520.12,6536.52,6507.46,6527.87,158.86492818
2018-10-07 16:00:00,6527.87,6542.31,6516.23,6531.86,150.30110753
2018-10-07 20:00:00,6531.39,6600.0,6519.7,6577.63,1119.88043146
2018-10-08 00:00:00,6574.15,6583.33,6554.16,6556.76,794.82185568
2018-10-08 04:00:00,6556.83,6562.62,6542.59,6547.28,403.23206255
2018-10-08 08:00:00,6547.23,6608.26,6541.06,6591.63,877.14731687
2018-10-08 12:00:00,6588.95,6656.63,6587.22,6622.75,1232.41143005
2018-10-08 16:00:00,6622.75,6645.96,6600.0,6630.54,455.78210947
2018-10-08 20:00:00,6629.56,6637.44,6591.79,6604.75,315.64947471
2018-10-09 00:00:00,6604.76,6623.14,6588.79,6606.15,289.96760146
2018-10-09 04:00:00,6605.58,6613.68,6590.23,6596.5,340.07610436
2018-10-09 08:00:00,6599.29,6600.58,6575.35,6584.88,336.30629441
2018-10-09 12:00:00,6584.38,6588.12,6553.13,6574.95,414.72507179
2018-10-09 16:00:00,6574.94,6604.0,6562.21,6585.04,435.01262183
2018-10-09 20:00:00,6583.73,6594.35,6569.52,6588.8,438.86257574
2018-10-10 00:00:00,6588.72,6589.79,6526.28,6537.98,845.3284692
2018-10-10 04:00:00,6537.89,6547.11,6387.91,6491.17,2727.70770456
2018-10-10 08:00:00,6491.05,6510.0,6475.94,6497.76,444.22020812
2018-10-10 12:00:00,6497.75,6517.36,6494.51,6494.69,451.74932806
2018-10-10 16:00:00,6492.65,6558.95,6489.27,6537.61,447.14986455
2018-10-10 20:00:00,6537.73,6546.86,6494.0,6517.55,260.91118507
2018-10-11 00:00:00,6517.55,6520.43,6055.28,6221.55,4092.93934512
2018-10-11 04:00:00,6221.54,6255.05,6152.51,6203.77,1296.92901172
2018-10-11 08:00:00,6203.79,6224.14,6174.72,6182.26,1127.189685
2018-10-11 12:00:00,6179.62,6240.0,6100.0,6194.09,1427.56229339
2018-10-11 16:00:00,6191.59,6223.92,6188.35,6197.67,388.23730134
2018-10-11 20:00:00,6194.88,6221.57,6109.0,6152.76,1283.38194694
2018-10-12 00:00:00,6152.76,6191.28,6109.79,6189.58,779.98848589
2018-10-12 04:00:00,6191.28,6238.27,6177.71,6224.83,669.69974401
2018-10-12 08:00:00,6223.57,6243.79,6192.95,6208.8,612.47050094
2018-10-12 12:00:00,6205.09,6230.68,6199.11,6221.34,669.20060031
2018-10-12 16:00:00,6221.53,6222.82,6185.7,6215.73,237.53012892
2018-10-12 20:00:00,6215.73,6222.91,6172.22,6185.15,277.49209713
2018-10-13 00:00:00,6182.03,6219.77,6170.08,6177.7,253.35573062
2018-10-13 04:00:00,6179.49,6205.39,6168.83,6196.0,385.51073626
2018-10-13 08:00:00,6193.83,6213.41,6184.49,6200.0,510.02124454
2018-10-13 12:00:00,6200.0,6206.5,6182.0,6201.81,397.5221385
2018-10-13 16:00:00,6203.27,6210.0,6175.22,6202.39,252.27064887
2018-10-13 20:00:00,6199.15,6204.61,6181.71,6199.69,155.36630714
2018-10-14 00:00:00,6201.23,6228.32,6194.23,6224.83,285.6815451
2018-10-14 04:00:00,6222.52,6349.47,6222.51,6241.0,826.21607691
2018-10-14 08:00:00,6237.78,6246.29,6209.99,6226.1,448.33046327
2018-10-14 12:00:00,6220.01,6239.8,6213.66,6239.06,147.87785419
2018-10-14 16:00:00,6236.63,6254.64,6223.65,6243.58,238.22672765000002
2018-10-14 20:00:00,6242.47,6243.58,6143.08,6183.0,579.40553373
2018-10-15 00:00:00,6185.04,6215.12,6149.28,6215.1,494.59892184
2018-10-15 04:00:00,6215.1,6756.0,6198.36,6410.17,8903.62693904
2018-10-15 08:00:00,6409.46,6469.86,6365.34,6412.76,3226.24860406
2018-10-15 12:00:00,6412.38,6419.84,6359.78,6392.59,1784.50493851
2018-10-15 16:00:00,6392.42,6427.0,6379.69,6390.0,1344.48729718
2018-10-15 20:00:00,6389.98,6457.94,6359.56,6441.74,1142.42260325
2018-10-16 00:00:00,6438.2,6440.0,6412.95,6420.0,392.08549591
2018-10-16 04:00:00,6424.46,6493.77,6420.0,6448.86,886.96659989
2018-10-16 08:00:00,6449.68,6454.22,6413.2,6451.54,1269.63991921
2018-10-16 12:00:00,6451.54,6469.15,6422.26,6437.01,479.35990989
2018-10-16 16:00:00,6439.0,6439.39,6386.4,6436.87,750.980189
2018-10-16 20:00:00,6435.53,6489.0,6430.94,6461.2,924.06179239
2018-10-17 00:00:00,6457.67,6465.39,6432.33,6451.24,476.27808989
2018-10-17 04:00:00,6452.41,6460.54,6421.06,6432.3,435.33526677
2018-10-17 08:00:00,6432.12,6446.82,6407.69,6440.0,969.87107585
2018-10-17 12:00:00,6439.79,6446.84,6410.01,6440.57,489.76881774000003
2018-10-17 16:00:00,6444.29,6448.89,6429.78,6431.78,261.28310631
2018-10-17 20:00:00,6428.4,6453.16,6412.43,6437.29,328.7270179
2018-10-18 00:00:00,6440.07,6490.0,6433.0,6463.09,419.3668078
2018-10-18 04:00:00,6459.38,6464.92,6436.76,6444.92,385.13832599
2018-10-18 08:00:00,6444.94,6454.0,6413.2,6433.37,770.38052122
2018-10-18 12:00:00,6432.5,6447.55,6422.45,6444.55,488.66355772
2018-10-18 16:00:00,6442.01,6444.0,6350.0,6399.93,1132.33092768
2018-10-18 20:00:00,6399.93,6410.0,6355.34,6396.18,627.28914462
2018-10-19 00:00:00,6394.23,6412.4,6380.77,6391.05,332.86793457
2018-10-19 04:00:00,6392.78,6401.74,6358.5,6360.68,313.56030079
2018-10-19 08:00:00,6359.02,6402.24,6355.99,6388.21,520.54137554
2018-10-19 12:00:00,6389.45,6391.0,6361.1,6385.58,519.56145571
